Facility Name|Health Facility Type|Catchment Area|Ownership Major Classification|Region Name                                             |Region PSGC|Province Name |Province PSGC|City/Municipality Name|Barangay Name|Latitude|Longitude|Precision Latitude/Longitude|catchment_area_icon
BATASAN HILLS ANNEX HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BATASAN HILLS|14.68615|121.09905|Medium|pin
BATASAN HILLS SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BATASAN HILLS|14.686306|121.088347|High|pin
BERNARDO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PINAGKAISAHAN|14.6280304|121.0461228|High|pin
BETTY GO BELMONTE SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|HOLY SPIRIT|14.6787591|121.0719725|High|pin
CABARLES MATERNITY (LYING-IN), MEDICAL AND CHILDREN'S CLINIC|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAN AGUSTIN|14.728894|121.037515|Medium|pin
CAMP GENERAL EMILIO AGUINALDO STATION HOSPITAL|Infirmary|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|CAMP AGUINALDO|14.612312|121.064046|High|pin
CAPRI HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|CAPRI|14.717189|121.0287|High|pin
COMMONWEALTH HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|COMMONWEALTH|14.6968976|121.0882077|High|pin
CRUZ-DALIDA HOSPITAL, INC.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SANTA MONICA|14.7233301|121.0441232|Medium|pin
CUBAO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|KAUNLARAN|14.6166031|121.0463816|High|pin
CULIAT HEALTH CENTER (WENCESLAO DELA PAZ)|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|CULIAT|14.66695|121.05733|High|pin
DOÑA NICASIA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|COMMONWEALTH|14.707697|121.091279|High|pin
DR. MONTANO G. RAMOS GENERAL HOSPITAL CORP.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAHAY TORO|14.670318|121.032194|Medium|pin
E. RODRIGUEZ HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|QUIRINO  2-B|14.632263|121.063352|High|pin
ERMIN GARCIA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|E. RODRIGUEZ|14.6261291|121.0524146|High|pin
ESCOPA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|ESCOPA I|14.6246779|121.0730082|High|pin
FAIRVIEW HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|FAIRVIEW|14.700328|121.064|High|pin
GALAS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAN ISIDRO|14.6139468|121.0092024|High|pin
GENERAL ROXAS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|ROXAS|14.6280769|121.0216913|High|pin
GULOD HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|GULOD|14.7125433|121.0383085|High|pin
HOLY SPIRIT HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|HOLY SPIRIT|14.68936|121.08386|Medium|pin
KALAYAAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|DOÑA IMELDA|14.615535|121.0176412|High|pin
KALIGAYAHAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|KALIGAYAHAN|14.7350123|121.050063|High|pin
KAMUNING SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|KAMUNING|14.625885|121.036988|High|pin
KRUS NA LIGAS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|KRUS NA LIGAS|14.644362|121.064056|High|pin
LA LOMA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PAANG BUNDOK|14.6271305|120.9908608|High|pin
LAGRO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|GREATER LAGRO|14.7258877|121.066242|High|pin
LIBIS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|LIBIS|14.6150641|121.0751041|High|pin
LUPANG PANGAKO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PAYATAS|14.7192153|121.1057796|High|pin
M. H. PEDRO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PASONG TAMO|14.6752824|121.0497286|High|pin
MALIGAYA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PASONG PUTIK PROPER (PASONG PUTIK)|14.7408505|121.0646039|High|pin
MASAMBONG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|MASAMBONG|14.6406473|121.0114956|High|pin
MELCHORA AQUINO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|NEW ERA (CONSTITUTION HILLS)|14.686188|121.047467|High|pin
MERCEDES DE JOYA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SANTA TERESITA|14.6220299|120.999972|High|pin
MURPHY SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAN ROQUE|14.6157451|121.063314|High|pin
NAGKAISANG NAYON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|NAGKAISANG NAYON|14.725477|121.0275756|High|pin
NATIONAL GOVERNMENT CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|COMMONWEALTH|14.696553|121.07939|High|pin
NORTH FAIRVIEW HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|NORTH FAIRVIEW|14.708433|121.065143|High|pin
OLD BALARA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|MATANDANG BALARA|14.6776972|121.0707953|High|pin
PALTOK HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PALTOK|14.6425986|121.021595|High|pin
PANSOL HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PANSOL|14.6512253|121.0771895|High|pin
PASCUAL GENERAL HOSPITAL|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAESA|14.666983|121.009104|Medium|pin
PAYATAS A HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PAYATAS|14.6981|121.09468|Medium|pin
PAYATAS B HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PAYATAS|14.71629|121.10131|Medium|pin
PINYAHAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PINYAHAN|14.6350985|121.0472595|High|pin
PROJECT 4 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAGUMBUHAY|14.6222257|121.0651015|High|pin
PROJECT 6 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|PROJECT  6|14.6619444|121.0403565|High|pin
PROJECT 7 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|VETERANS VILLAGE|14.6544844|121.0233035|High|pin
QUEZON CITY HEALTH DEPARTMENT|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|CENTRAL|14.646179|121.052283|Medium|pin
SAN ANTONIO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAN ANTONIO|14.6489042|121.0162082|High|pin
SAN BARTOLOME HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAN BARTOLOME|14.708612|121.024369|High|pin
SAN FRANCISCO SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|DAMAYAN|14.6393781|121.0148169|High|pin
SAN JOSE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAN JOSE|14.6395861|120.9942311|High|pin
SAN VICENTE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAN VICENTE|14.6534969|121.0570405|High|pin
SANGANDAAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SANGANDAAN|14.6742598|121.0209361|High|pin
SANTA LUCIA SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SANTA LUCIA|14.707508|121.05349|High|pin
SAUYO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SAUYO|14.687811|121.037741|High|pin
SOCCORRO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|SOCORRO|14.6130478|121.0625282|High|pin
TANDANG SORA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|TALIPAPA|14.687621|121.025664|High|pin
TATALON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|TATALON|14.62113|121.013408|High|pin
TORO HILLS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAHAY TORO|14.6642608|121.0212957|High|pin
UP HEALTH SERVICE|Infirmary|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|U.P. CAMPUS|14.659718|121.0710786|High|pin
VETERANS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|HOLY SPIRIT|14.6838531|121.0761034|High|pin
VIAN FAMILY HOSPITAL II|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|TALIPAPA|14.6828189|121.0209757|Medium|pin
VILLAMOR BARANGAY HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|DOÑA IMELDA|14.709336|121.06235|Medium|pin
WELLSERVED INFIRMARY & DRUGSTORE, INC.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|COMMONWEALTH|14.696443|121.085724|Medium|pin
A.A. ZAPA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  34|14.638599|120.969193|High|pin
AMPARO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 179|14.746767|121.079117|High|pin
ANA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  28|14.643231|120.971067|High|pin
BAESA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 159|14.675932|121.002245|High|pin
BAGBAGUIN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 165|14.716675|121.003893|High|pin
BAGONG BARRIO LYING-IN CLINIC|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 148|14.666649|120.996|High|pin
BAGONG BARRIO ZONE I HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 143|14.662467|120.993858|High|pin
BAGONG BARRIO ZONE III HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 157|14.668093|121.000812|High|pin
BAGONG SILANG PHASE 10 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 176|14.777948|121.02893|High|pin
BAGONG SILANG PHASE 2 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 176|14.774702|121.051281|High|pin
BAGONG SILANG PHASE 7 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 176|14.777908|121.061602|High|pin
BAGONG SILANG PHASE 8 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 176|14.778471|121.053385|High|pin
BAGONG SILANG PHASE 9 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 176|14.777341|121.036218|High|pin
BAGONG SILANG PHASE I HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 176|14.775043|121.045491|High|pin
BAGUMBONG DULO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 173|14.748309|121.009958|High|pin
BAGUMBONG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 171|14.748437|121.023347|High|pin
BARANGAY 118/120 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 120|14.64038|120.984434|High|pin
BARANGAY 12 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  12|14.653539|120.969086|High|pin
BARANGAY 14 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  14|14.648535|120.964638|High|pin
BARANGAY 178-A HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 178|14.757026|121.056321|High|pin
BARANGAY 178-B HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 178|14.758669|121.06438|High|pin
BARANGAY 18 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  18|14.648186|120.971637|High|pin
BARRACKS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 185|14.76576|121.07247|High|pin
BO. SAN JOSE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 187|14.63966|120.98922|High|pin
BRIXTON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 175|14.766804|121.041478|High|pin
CALAANAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  57|14.647703|120.978525|High|pin
CALOOCAN CITY HEALTH DEPARTMENT|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  15|14.649091|120.990656|High|pin
CALOOCAN CITY NORTH MEDICAL CENTER|Infirmary|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 177|14.756242|121.050335|Medium|pin
CAMARIN 174 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 174|14.76253|121.047605|High|pin
CAMARIN 175 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 175|14.765366|121.044935|High|pin
CIELITO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 177|14.74874|121.049558|High|pin
DEPARO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 168|14.741189|121.024523|High|pin
E. RODRIGUEZ HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  93|14.652773|120.9944|High|pin
FRANCISCO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  75|14.655115|120.980169|High|pin
GRACE PARK HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  86|14.650316|120.986676|High|pin
JULIAN FELIPE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY   8|14.655763|120.969298|High|pin
LADY OF LOURDES HOSPITAL & COLLEGES OF CAYBIGA, INC.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 166|14.719079|121.006746|High|pin
LLANO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 167|14.733125|121.016143|High|pin
MALARIA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 185|14.77021|121.07725|High|pin
MARKVIM HOSPITAL, INC.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 177|14.7552331|121.0443807|Medium|pin
MARULAS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  36|14.636371|120.977293|High|pin
PANGARAP HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 182|14.760867|121.087883|High|pin
PARKLAND HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 177|14.746744|121.055925|High|pin
SAMPALUKAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY  24|14.643563|120.973173|High|pin
SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 170|14.737429|121.03246|High|pin
SANTA QUITERIA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 163|14.681581|121.008972|High|pin
TALA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 188|14.768036|121.06021|High|pin
TALIPAPA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 164|14.69032|121.017129|High|pin
