ID|Facility_Code|Facility Name|Region Name|Province_name|City/Municipality Name|Barangay Name|Health Facility Type|Ownership Major Classification|Date Operational|Operational Status|Functionality_status|total_no_of_days_operational_in_week|opeational_days_in_month|Machine_operation_hours_daily|total_hours_operation_in_month|Total Machines|Combined Total Modules of ALL GX machines|Combined Total of Functional Modules|Combined Total of Non-Functional Modules|avg_time_to_complete_test_in_hr|Estimated_test_can_be_done_in_month|Total_test_completed|Percentage_utilization|Xpert_utilization_rate|Percentage_availability|utilization_threshold|Latitude|Longitude|average_utilization|staddev_utilization|zscore|Open_From|Open_To|Source_latitude|Source_longitude|amount|Disease_type|STrider_allocated|stRider_location_lat|stRider_location_long|stRider_address|mean_utilization|std_deviation|zscore_calculated|UtilizationCategory|Source_lat|Source_lon|Source_lat_rad|Source_lon_rad|Latitude_rad|Longitude_rad|Distance_to_Source_km|Cluster|source_facility_icon|target_facility_icon|DrivingDistance|DrivingTime|route_path_string
73|DOH000000000007257|Santolan Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CITY OF MALABON|SANTOLAN|Rural Health Unit|NCR, THIRD DISTRICT (Not a Province)|26-05-2021|Operational|Functional|5|20|12|240|1|4|4|0|3|320|256.0|80.0|64|100.0|0|14.6858874|120.9592547|50.61693694|34.2588236|0.857678694|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|277|TB|DE JESUS, Enrique J.|14.6133321|121.0070635|14 1A Premero de Mayo St, Galas, Quezon City, 1113 Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.8576786935164392|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2563170887071495|2.1111372552734258|12.273544473604119|Cluster_gthn_10km|car|place|13.5|00:27:08|LINESTRING (121.00712 14.61335,121.00738 14.613280000000001,121.00787 14.613850000000001,121.00791000000001 14.618290000000002,121.00527000000001 14.618060000000002,120.99589999999999 14.637690000000006,120.99387999999999 14.637400000000005,120.99378 14.643750000000006,120.98365999999999 14.644549999999997,120.97715999999996 14.644859999999992,120.97506999999997 14.652239999999994,120.96976999999994 14.685410000000001,120.97176999999999 14.691840000000001,120.96427 14.692870000000003,120.96039 14.688160000000003,120.95867999999999 14.687170000000004)
74|DOH000000000007282|Catmon Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CITY OF MALABON|CATMON|Rural Health Unit|Government|01-07-2019|Operational|Functional|4|16|12|192|2|8|4|4|3|256|219.0|85.55|27.38|50.0|0|14.670477|120.9601916|50.61693694|34.2588236|1.019680754|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3160|Covid-19|LAQUINDANUM, Raul|14.67080616|120.9696261|B. Rivera St, Malabon, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.0196807536420256|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25604812648810016|2.111153607263188|10.588814269950719|Cluster_gthn_10km|car|place|1.4|00:03:57|LINESTRING (120.969639 14.670811,120.97007 14.669640000000001,120.96021999999999 14.670030000000002,120.96043999999999 14.670390000000003)
75|DOH000000000007339|Batis Social Hygiene Clinic|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF SAN JUAN|BATIS|Rural Health Unit|Government|20-01-2020|Operational|Functional|5|20|12|240|1|4|4|0|3|320|152.0|47.5|38|100.0|0|14.5984358|121.0247737|50.61693694|34.2588236|-0.090982019|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|653|Covid-19|GUINTU, Bon Louieze M.|14.6026312|121.0381049|606 General S. De Jesus, San Juan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.09098201893068807|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25479077035101244|2.11228077754604|4.709588398533156|Cluster_5km|car|place|2.1|00:06:26|LINESTRING (121.037969 14.602713,121.03773000000001 14.60234,121.03836 14.60091,121.03786 14.599700000000002,121.03693 14.599420000000004,121.03253000000002 14.597260000000011,121.02501000000002 14.598460000000005,121.02488000000002 14.598440000000005)
76|DOH000000000007359|National Center for Mental Health|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF MANDALUYONG|MAUWAY|Hospital|NCR, SECOND DISTRICT (Not a Province)|17-04-2017|Operational|Functional|3|12|12|144|1|4|4|0|3|192|168.0|87.5|42|100.0|0|14.581553|121.043954|50.61693694|34.2588236|1.076600396|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1580|HIV|ROBERTO, Reynaldo C.|14.5847424|121.0281873|blk.6 brgy, Mandaluyong, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.0766003963888533|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2544961099040567|2.1126155369325605|6.234508648245139|Cluster_10km|car|place|2.5|00:07:57|LINESTRING (121.02815 14.58473,121.02842 14.58425,121.03519000000003 14.587009999999998,121.03786000000001 14.587719999999997,121.04152000000002 14.586359999999999,121.04096000000001 14.58537,121.04218000000002 14.582380000000002,121.04357000000002 14.581720000000004,121.04340000000002 14.581260000000006,121.04396500000001 14.581532000000005)
77|DOH000000000007520|Quirino Memorial Medical Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|MARILAG|Hospital|NCR, SECOND DISTRICT (Not a Province)|08-11-2017|Operational|Functional|5|20|12|240|1|4|4|0|3|320|309.0|96.56|77.25|100.0|0|14.622121|121.072133|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3131|HIV|CALAYWAN, Genesis|14.6872734|121.1056781|J3G3+CR Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25520415507500577|2.1131073532624796|10.44563531025881|Cluster_gthn_10km|car|place|12.3|00:28:20|LINESTRING (121.10568 14.68709,121.10538000000001 14.687149999999999,121.10524000000001 14.68677,121.10555000000001 14.686589999999999,121.10542 14.684949999999997,121.10490999999998 14.684259999999998,121.11178999999997 14.67785,121.10986999999999 14.675259999999998,121.0944300000001 14.635899999999992,121.07792000000005 14.632119999999997,121.07410000000006 14.631749999999997,121.07160000000006 14.618059999999995,121.07051000000004 14.615389999999993,121.07375000000006 14.622289999999994,121.07296000000007 14.622639999999995,121.07252000000007 14.622849999999994,121.07180000000005 14.622829999999995,121.07196000000005 14.622279999999995)
78|DOH000000000007530|Bagumbong Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY 171|Rural Health Unit|Government|01-06-2019|Operational|Functional|5|20|12|240|1|4|4|0|3|320|226.0|70.63|56.5|100.0|0|14.748437|121.023347|50.61693694|34.2588236|0.584172513|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3482|Covid-19|DELA CRUZ, Aaron Joseph C.|14.7219892|121.0344447|P28C+M64, Novaliches, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.5841725127278365|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2574087851729549|2.112255876933602|19.304462577490956|Cluster_gthn_10km|car|place|4.7|00:14:24|LINESTRING (121.034508 14.721986,121.03450000000001 14.72182,121.03195000000002 14.721710000000003,121.02432 14.726690000000003,121.01884 14.730409999999997,121.02441999999999 14.73853999999999,121.02316 14.741229999999991,121.02105000000002 14.74713999999999,121.02320000000002 14.74778999999999,121.02332400000002 14.748440999999989)
79|DOH000000000007535|Maysan 3S Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CITY OF VALENZUELA|MAYSAN|Rural Health Unit||07-08-2017|Operational|Functional|5|20|12|240|2|8|4|4|3|320|307.0|95.94|38.38|50.0|0|14.698372|120.979926|50.61693694|34.2588236|1.322960286|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2735|Covid-19|KELLEY, Mark Lester C.|14.6852989|120.9908765|P222+W5C, Valenzuela, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3229602860212764|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.256534986082944|2.1114980375190937|13.333648674337903|Cluster_gthn_10km|car|place|3.3|00:08:55|LINESTRING (120.99089 14.68531,120.97786999999997 14.689339999999993,120.97882999999996 14.691729999999994,120.97847999999996 14.692109999999994,120.97829999999996 14.693859999999992,120.98079999999996 14.693979999999991,120.97895999999994 14.694539999999995,120.97846999999996 14.696599999999993)
80|DOH000000000008510|Bangkal Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MAKATI|BANGKAL|Rural Health Unit|Government|01-02-2020|Operational|Functional|5|20|12|240|1|4|4|0|3|320|130.0|40.63|32.5|100.0|0|14.542502|121.014286|50.61693694|34.2588236|-0.291514299|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|138|TB|MACAPAGAL, Joseph A.|14.545052|121.0450677|3117 McKinley Rd, Makati, 1220 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.2915142987618192|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2538145413778604|2.1120977326500787|5.032007007655679|Cluster_10km|car|place|4.8|00:08:17|LINESTRING (121.045065 14.545075,121.02936999999996 14.550459999999996,121.02761999999996 14.548939999999996,121.01944999999998 14.542289999999998,121.01908999999998 14.542019999999997,121.01230999999996 14.539090000000005,121.01196999999995 14.541050000000006,121.01208999999994 14.541980000000006)
81|DOH000000000008968|Camarin 174 Lying-In Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY 174|Rural Health Unit|Government|24-08-2019|Operational|Functional|5|20|12|240|1|4|4|0|3|320|188.0|58.75|47|100.0|0|14.76253|121.047605|50.61693694|34.2588236|0.237400535|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3873|Covid-19|DELA CRUZ, Aaron Joseph C.|14.7219892|121.0344447|P28C+M64, Novaliches, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.23740053537793293|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25765475442443847|2.1126792589035506|21.494684597188215|Cluster_gthn_10km|car|place|6.3|00:18:23|LINESTRING (121.0345 14.72205,121.03461999999999 14.7221,121.03382999999997 14.72481,121.03455999999998 14.726709999999999,121.03547999999999 14.7261,121.03547999999999 14.725560000000002,121.03584 14.725740000000002,121.03606999999998 14.725420000000002,121.03734999999999 14.725409999999998,121.03782999999999 14.72553,121.03770999999998 14.72595,121.03800999999997 14.72664,121.03853999999997 14.72662,121.03259999999995 14.737190000000004,121.04374 14.756069999999998,121.04379000000002 14.760259999999995,121.04469000000002 14.761599999999994,121.04624000000001 14.760599999999995,121.04772000000001 14.762489999999994,121.04762400000001 14.762555999999995)
82|DOH000000000009489|Dr. Elvira Manaloto-Lagrosa Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|PASAY CITY|BARANGAY  76|Rural Health Unit|Government|20-11-2014|Operational|Functional|5|20|12|240|2|8|6|2|3|480|259.0|53.96|32.38|75.0|0|14.5452662|120.9934909|50.61693694|34.2588236|0.097582541|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|173|Covid-19|SANTIAGO, Rosauro L.|14.53377|120.99477|40 Russel Avenue, Baclaran, Pasay, Kalakhang Maynila, Philippines|50.61693693693694|34.258823595808344|0.09758254114341788|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25386278576904403|2.111734789686797|3.7918631021243625|Cluster_5km|car|place|1.7|00:03:31|LINESTRING (120.994763 14.533823,120.99300000000001 14.533610000000001,120.99282000000001 14.535060000000001,120.99137999999999 14.544970000000005)
83|DOH000000000011699|Julian Felipe Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY   8|Rural Health Unit|Government|16-11-2021|Operational|Functional|3|12|12|144|1|4|4|0|3|192|149.0|77.6|37.25|100.0|0|14.655763|120.969298|50.61693694|34.2588236|0.787623749|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3714|TB|TRINO, Efren G.|14.76847558|121.0370721|MX3C+WPG, A. Mabini St, Sangandaan, Caloocan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.7876237485972666|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2557913187419617|2.1113125439261915|8.767594940631522|Cluster_10km|car|place|24.3|00:50:32|LINESTRING (121.03716 14.76844,121.03719000000001 14.76718,121.03849000000001 14.76718,121.04015000000003 14.767219999999998,121.04018000000003 14.765439999999996,121.04383000000003 14.765399999999996,121.04374000000001 14.756070000000001,121.03259999999996 14.737190000000007,121.03952 14.721820000000003,121.03720999999996 14.703980000000005,121.03481999999997 14.704530000000005,121.0349 14.700780000000004,121.03428 14.699600000000004,121.03219999999997 14.699090000000005,121.03111999999997 14.699040000000007,121.03051999999995 14.697820000000007,121.03034999999996 14.696710000000008,121.03225999999994 14.696310000000008,121.02789999999992 14.690620000000003,121.02211999999994 14.693459999999995,120.97475999999993 14.653089999999983,120.97588999999994 14.645049999999985,120.97590999999994 14.644919999999985,120.97449999999995 14.645059999999985,120.97200999999993 14.653359999999982,120.96930999999991 14.655762999999984)
84|DOH000000000011889|Old Lower Bicutan Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|TAGUIG CITY|LOWER BICUTAN|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|25-11-2021|Operational|Functional|5|20|12|240|1|4|4|0|3|320|331.0|96.56|82.75|100.0|0|14.489457|121.061056|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|579|TB|AMOR, Willyfield D.|14.50645|121.0455|DBP Ave, Taguig, 1630 Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25288873147614|2.1129140231412364|12.78139730991274|Cluster_gthn_10km|car|place|4.9|00:11:38|LINESTRING (121.045507 14.506438,121.04218 14.504739999999998,121.03875000000002 14.504829999999998,121.03697000000001 14.50415,121.047 14.489000000000006,121.04677 14.487840000000006,121.06085999999998 14.488630000000006,121.06103599999997 14.489461000000006)
85|DOH000000000012254|Marulas 3S Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CITY OF VALENZUELA|MARULAS|Barangay Health Station|NCR, THIRD DISTRICT (Not a Province)|06-12-2019|Operational|Functional|5|20|12|240|1|4|4|0|3|320|207.0|64.69|51.75|100.0|0|14.6740261|120.9828161|50.61693694|34.2588236|0.410786524|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2205|TB|KELLEY, Mark Lester C.|14.6852989|120.9908765|P222+W5C, Valenzuela, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.41078652405288474|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2561100699685827|2.111548479279805|10.615834308541126|Cluster_gthn_10km|car|place|2.1|00:06:45|LINESTRING (120.99089 14.68531,120.98734999999999 14.68463,120.98748 14.68239,120.9868 14.68165,120.98631999999999 14.68015,120.98438999999996 14.679060000000002,120.98479999999995 14.678060000000002,120.98508999999996 14.67669,120.98437999999996 14.676400000000001,120.98448999999997 14.675920000000001,120.98392999999996 14.67547,120.98425999999996 14.674990000000001,120.98375999999996 14.674370000000003,120.98379999999996 14.673700000000004)
86|DOH000000000012454|North Daang Hari Super Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|TAGUIG CITY|NORTH DAANG HARI|Rural Health Unit||15-11-2015|Operational|Functional|5|20|12|240|1|4|3|1|3|240|375.0|96.56|93.75|75.0|0|14.486858|121.04694|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|253|TB|AMOR, Willyfield D.|14.50645|121.0455|DBP Ave, Taguig, 1630 Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25284337036888066|2.112667652464025|12.123095267763532|Cluster_gthn_10km|car|place|3.9|00:09:45|LINESTRING (121.045507 14.506438,121.04218 14.504739999999998,121.03875000000002 14.504829999999998,121.03697000000001 14.50415,121.047 14.489000000000006,121.04677 14.487840000000006,121.04459999999999 14.48683000000001,121.04648000000002 14.487470000000007)
87|DOH000000000012551|Pamplona I Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF LAS PINAS|PAMPLONA UNO|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|25-03-2021|Operational|Functional|3|12|12|144|1|4|4|0|3|192|93.0|48.44|23.25|100.0|0|14.458548|120.970332|50.61693694|34.2588236|-0.063543832|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1683|TB|DELA CRUZ, Eleazar C.|14.4562418|120.9945891|FX5J+FFP, Las Piñas, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.06354383217067891|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2523492676576411|2.111330590630657|13.457585127763148|Cluster_gthn_10km|car|place|4.4|00:08:05|LINESTRING (120.99455 14.4562,120.99384999999998 14.44459)
88|DOH000000000022485|Caloocan City Quality Assurance Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY  155|Rural Health Unit|Government|11-03-2015|Operational|Functional|5|20|12|240|2|8|8|0|3|640|256.0|40.0|32|100.0|0|14.66850501|120.99978|50.61693694|34.2588236|-0.309903722|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2444|Covid-19|BAUTISTA, Danilo Jr , C.|14.77854|121.03601|176, Caloocan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.30990372180310205|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25601370876978374|2.1118445551887843|10.103817714716183|Cluster_gthn_10km|car|place|24.4|00:39:51|LINESTRING (121.036011 14.778428,121.03454 14.77844,121.03452000000001 14.77967,121.03462000000002 14.77984,121.03436000000004 14.781569999999997,121.03034000000004 14.784419999999995,121.02997000000005 14.784059999999997,121.02755000000006 14.786509999999996,121.02715000000005 14.787229999999996,121.02637000000004 14.786819999999995,121.02393000000006 14.790549999999996,121.02481000000004 14.791909999999996,121.02470000000004 14.791949999999996,121.02650000000004 14.794239999999997,121.02495000000003 14.794689999999996,120.95754000000004 14.77119000000001,120.95586999999999 14.77433000000001,121.0005 14.674600000000016,121.00017999999999 14.672770000000016,121.00017999999999 14.668440000000016)
89|DOH000000000022598|Sta. Ana Hospital|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|SANTA ANA|BARANGAY 886|Hospital|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|28-06-2021|Operational|Functional|5|20|12|240|2|8|8|0|3|640|101.0|15.78|12.63|100.0|0|14.583602|121.016192|50.61693694|34.2588236|-1.016874874|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2510|TB|CRUZ, Ryan B.|14.573827|120.9824748|H2H2+FG3, Pedro Gil St, Paco, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-1.0168748742790843|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2545318717004301|2.112130998625622|3.2855659816731215|Cluster_5km|car|place|3.9|00:11:33|LINESTRING (120.982531 14.573667,120.99825999999997 14.578759999999997,121.01326000000003 14.58181999999999,121.01331000000005 14.582079999999989,121.01571000000004 14.583449999999988,121.01621300000005 14.583562999999987)
90|DOH000000000022722|Sun Valley Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF PARA?AQUE|SUN VALLEY|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|08-02-2022|Operational|Functional|4|16|12|192|1|4|4|0|3|256|73.0|28.52|18.25|100.0|0|14.4899472|121.0323247|50.61693694|34.2588236|-0.644999875|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1225|HIV|BUBAN, Mark Jayson C.|14.4760526|121.0014279|F2G2+9HM, Schilling Ln, Franc, Parañaque, 1700 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.6449998749998104|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2528972870801333|2.1124125673578584|11.043048382618164|Cluster_gthn_10km|car|place|10.9|00:19:33|LINESTRING (121.001425 14.476055,121.00084 14.47551,120.99414 14.484689999999993,120.99376000000001 14.485269999999993,120.99498000000001 14.48623999999999,121.00029000000005 14.496089999999983,121.00806000000004 14.500489999999983,121.01272000000007 14.502939999999983,121.02180000000007 14.50451999999998,121.02586000000007 14.506869999999982,121.03178000000007 14.51059999999998,121.03227000000007 14.510869999999981,121.04178000000006 14.493799999999982,121.03254000000004 14.488849999999982,121.03254000000005 14.489779999999982,121.03240000000005 14.489993999999982)
91|DOH000000000022749|Kalinga Health Hub - Mandaluyong|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF MANDALUYONG|PLAINVIEW|Municipal Health Office|Government|01-06-2023|Operational|Functional|6|24|12|288|1|8|8|0|3|768|116.0|15.1|14.5|100.0|0|14.58029567|121.0271783|50.61693694|34.2588236|-1.036723775|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1744|Covid-19|ROBERTO, Reynaldo C.|14.5847424|121.0281873|blk.6 brgy, Mandaluyong, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-1.0367237753395164|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2544741653557726|2.1123227457332336|4.424595456243039|Cluster_5km|car|place|0.6|00:02:21|LINESTRING (121.02815 14.58473,121.02842 14.58425,121.02695 14.58343,121.02716000000002 14.58032)
92|DOH000000000022886|Marikina City Health Laboratory|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF MARIKINA|SANTO NIÑO|Rural Health Unit||02-05-2014|Operational|Functional|5|20|12|240|3|12|12|0|3|960|309.0|32.19|25.75|100.0|0|14.6363542|121.097672|50.61693694|34.2588236|-0.537874188|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2460|Covid-19|AMADO, Gerardo L.|14.63534|121.09998|Sumulong Hwy, Marikina, 1800 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.5378741883942426|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2554525712781006|2.1135530929001467|13.614514333257581|Cluster_gthn_10km|car|place|0.3|00:00:48|LINESTRING (121.09998 14.63534,121.09787999999999 14.63562)
93|DOH000000000023542|DOH Treatment and Rehabilitation Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|TAGUIG CITY|LOWER BICUTAN|Drug Abuse Treatment and Rehabilitation Centers|Government|14-09-2018|Operational|Functional|5|20|12|240|1|4|3|1|3|240|496.0|96.56|124|75.0|1|14.485454|121.056926|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|771|Covid-19|AMOR, Willyfield D.|14.50645|121.0455|DBP Ave, Taguig, 1630 Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2528188659461827|2.112841941043129|12.861291348124253|Cluster_gthn_10km|car|place|4.8|00:11:22|LINESTRING (121.045507 14.506438,121.04218 14.504739999999998,121.03875000000002 14.504829999999998,121.03697000000001 14.50415,121.047 14.489000000000006,121.04677 14.487840000000006,121.05443999999999 14.489050000000004,121.05436999999999 14.487620000000005,121.05682 14.487540000000005,121.05687 14.485430000000006)
94|DOH000000000024037|Parola Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|TONDO I / II|BARANGAY  20|Rural Health Unit|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|07-06-2019|Operational|Functional|5|20|12|240|1|4|2|2|3|160|150.0|93.75|37.5|50.0|0|14.5999754|120.9613973|50.61693694|34.2588236|1.259035149|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2517|HIV|MANERA, Fernando S. |14.6096971|120.9677432|1012, 312 Moriones St, Tondo, Maynila, 1012 Kalakhang Maynila, Philippines|50.61693693693694|34.258823595808344|1.2590351487825315|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2548176414401761|2.111174650697979|3.565268049197182|Cluster_5km|car|place|1.7|00:05:18|LINESTRING (120.967803 14.609678,120.96759 14.60903,120.96669000000001 14.608830000000001,120.96571000000002 14.60861,120.96571000000003 14.6064,120.96265000000002 14.604830000000003,120.96280000000007 14.60275,120.96173000000006 14.602670000000003,120.96263000000009 14.600680000000004,120.9628200000001 14.600500000000004,120.96275000000009 14.600180000000005,120.96139000000008 14.600073000000007)
95|DOH000000000037036|Pateros Clinical Laboratory|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|PATEROS|AGUHO|Hospital||18-08-2021|Operational|Functional|5|20|12|240|1|2|2|0|3|160|54.0|33.75|27|100.0|0|14.510543|121.034078|50.61693694|34.2588236|-0.492338474|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2169|HIV|SILVESTRE, Sajid|14.571807|121.019685|Hippodromo St, Circuit Makati, Makati, 1630 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.4923384741967804|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25325675160221556|2.1124431682156333|9.162371065069289|Cluster_10km|car|place|9.8|00:18:53|LINESTRING (121.01978 14.5717,121.01970999999999 14.57157,121.0188 14.57191,121.01852 14.57126,121.01563000000002 14.571779999999999,121.01290999999998 14.566720000000004,121.00435999999999 14.56728,121.00425999999999 14.5672,121.0029 14.566449999999998,121.00617999999997 14.55996,121.00877999999997 14.555189999999998,121.01547999999993 14.542589999999995,121.02223999999987 14.530029999999988,121.02561999999989 14.524059999999984,121.02544999999989 14.523219999999986,121.0261099999999 14.524799999999987,121.02634999999991 14.524999999999986,121.0263099999999 14.523959999999986,121.02732999999989 14.521899999999988,121.03385999999988 14.510439999999992)
96|DOH000000000039016|Tropical Disease Foundation|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MAKATI|SAN LORENZO|COVID-19 Testing Laboratory||04-03-2015|Operational|Functional|2|8|12|96|2|8|8|0|3|256||0.0|0|100.0|0|14.55985975|121.0143006|50.61693694|34.2588236|-1.477486137|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3039|TB|ULANDAY, Kim John E.|14.545052|121.0450677|3117 McKinley Rd, Makati, 1220 Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.0|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25411749126609845|2.1120979874681494|3.6819908026431256|Cluster_5km|car|place|4.2|00:08:47|LINESTRING (121.045065 14.545075,121.02957999999997 14.550169999999996,121.01880999999993 14.558389999999989,121.01801999999994 14.557229999999988,121.01412999999992 14.558619999999982,121.01436999999994 14.559579999999983)
